"","GEOID10","GEOID","District","total_population"
"1",260539506004,260539506004,20,776
"2",260539505003,260539505003,20,516
"3",260539504002,260539504002,20,454
"4",260539502001,260539502001,20,234
"5",261319701001,261319701001,20,1137
"6",260610010002,260610010002,20,329
"7",260710003002,260710003002,20,1365
"8",260710001001,260710001001,20,1018
"9",260610006002,260610006002,20,1496
"10",260610008003,260610008003,20,2259
"11",260610004003,260610004003,20,1093
"12",260439507003,260439507003,20,679
"13",260439505001,260439505001,20,1250
"14",260710005002,260710005002,20,1191
"15",261030023002,261030023002,20,1377
"16",261099606002,261099606002,20,1428
"17",261099605001,261099605001,20,930
"18",261099603002,261099603002,20,1289
"19",261030022002,261030022002,20,904
"20",261030017002,261030017002,20,1134
"21",261030013003,261030013003,20,846
"22",261030015002,261030015002,20,2019
"23",261399900000,261399900000,28,0
"24",260419711001,260419711001,20,1542
"25",260419711002,260419711002,20,1631
"26",260419703002,260419703002,20,1411
"27",260419704003,260419704003,20,484
"28",261030012004,261030012004,20,1103
"29",261030004002,261030004002,20,658
"30",261030002003,261030002003,20,608
"31",260210114002,260210114002,17,1097
"32",260199900000,260199900000,29,0
"33",260210202004,260210202004,17,759
"34",260210202003,260210202003,17,1197
"35",260210211002,260210211002,17,1233
"36",260210210002,260210210002,17,2364
"37",260210210001,260210210001,17,826
"38",260210209004,260210209004,17,680
"39",260270015001,260270015001,17,702
"40",260270022004,260270022004,17,1044
"41",260210009002,260210009002,17,712
"42",260210010002,260210010002,17,762
"43",260210008001,260210008001,17,1746
"44",260210007002,260210007002,17,662
"45",260210004001,260210004001,17,1140
"46",260210021003,260210021003,17,1225
"47",260210022003,260210022003,17,776
"48",260210102005,260210102005,17,931
"49",260210102004,260210102004,17,701
"50",260270022003,260270022003,17,770
"51",260270019003,260270019003,17,2048
"52",261590104004,261590104004,17,827
"53",261590102001,261590102001,17,1982
"54",261390221053,261390221053,28,1907
"55",260050326001,260050326001,18,1452
"56",260050302002,260050302002,18,1042
"57",261390257003,261390257003,28,974
"58",260050322003,260050322003,18,1342
"59",261390249001,261390249001,28,2526
"60",261390220022,261390220022,28,856
"61",261390222036,261390222036,28,3452
"62",260050307042,260050307042,18,2224
"63",260050307041,260050307041,17,2797
"64",261210008004,261210008004,7,721
"65",261210025003,261210025003,7,787
"66",261210024002,261210024002,7,2201
"67",261210022002,261210022002,7,2369
"68",261210043001,261210043001,15,633
"69",261210025001,261210025001,15,1799
"70",261390213042,261390213042,28,899
"71",261390206002,261390206002,7,824
"72",261210004013,261210004013,7,1196
"73",261390206001,261390206001,7,1311
"74",261210027003,261210027003,7,442
"75",261210004021,261210004021,7,0
"76",261390212021,261390212021,28,3489
"77",261210028003,261210028003,7,1879
"78",261210031002,261210031002,7,2635
"79",261210038002,261210038002,7,933
"80",261210037001,261210037001,7,1565
"81",261210039002,261210039002,15,1061
"82",261210003001,261210003001,7,631
"83",261210001004,261210001004,7,851
"84",261210001002,261210001002,7,1877
"85",261210032003,261210032003,7,995
"86",261270110002,261270110002,15,1244
"87",261270103002,261270103002,15,1132
"88",261059508003,261059508003,15,764
"89",261059503002,261059503002,15,779
"90",261059505002,261059505002,15,661
"91",261059504001,261059504001,15,1069
"92",261059506003,261059506003,15,1656
"93",261010006001,261010006001,15,514
"94",261010009001,261010009001,15,618
"95",261010007003,261010007003,15,647
"96",261010002002,261010002002,29,794
"97",260190005002,260190005002,29,537
"98",260270018004,260270018004,17,868
"99",260270012001,260270012001,18,1583
"100",260270010004,260270010004,18,1528
"101",261490411012,261490411012,18,930
"102",261490414002,261490414002,18,1384
"103",261590113003,261590113003,17,997
"104",261590113005,261590113005,17,470
"105",261590110022,261590110022,18,1846
"106",261490409002,261490409002,17,1296
"107",261590120006,261590120006,17,932
"108",260050311001,260050311001,17,1245
"109",261590101003,261590101003,18,1649
"110",260770029041,260770029041,18,1760
"111",260770029011,260770029011,28,1365
"112",260050318003,260050318003,18,1386
"113",260050319004,260050319004,27,1401
"114",260770029013,260770029013,28,1438
"115",260050313002,260050313002,27,2220
"116",261390257004,261390257004,18,966
"117",261390236001,261390236001,19,2382
"118",261390218012,261390218012,28,950
"119",260050303003,260050303003,18,2349
"120",261390230012,261390230012,19,4457
"121",260810131002,260810131002,37,2537
"122",260810131003,260810131003,37,2338
"123",260050306002,260050306002,28,1900
"124",260810132004,260810132004,19,2035
"125",260810145014,260810145014,19,844
"126",260810145021,260810145021,19,3133
"127",260810145022,260810145022,19,1331
"128",260810146023,260810146023,28,1415
"129",260810147012,260810147012,19,1160
"130",260810129011,260810129011,19,2590
"131",261390244001,261390244001,28,4731
"132",261210029003,261210029003,7,1781
"133",261390202001,261390202001,7,2342
"134",261390216043,261390216043,19,1095
"135",261390214003,261390214003,37,1612
"136",260810114031,260810114031,7,1434
"137",260810018003,260810018003,37,1499
"138",260810117021,260810117021,37,2687
"139",260810104011,260810104011,7,1194
"140",260810138022,260810138022,37,1239
"141",260810134001,260810134001,37,2699
"142",260810133003,260810133003,37,2068
"143",260810135002,260810135002,37,2687
"144",260810140003,260810140003,37,1186
"145",260810027003,260810027003,37,1569
"146",260810026002,260810026002,37,1190
"147",260810015003,260810015003,37,1294
"148",260810040002,260810040002,37,958
"149",260810104023,260810104023,7,1379
"150",260810021002,260810021002,37,1537
"151",260810036001,260810036001,37,1166
"152",260810004002,260810004002,37,1189
"153",260810111011,260810111011,7,3015
"154",261239705003,261239705003,15,772
"155",261239706003,261239706003,7,899
"156",261239703002,261239703002,15,1851
"157",261239706004,261239706004,15,1226
"158",261239711002,261239711002,23,1844
"159",261239701003,261239701003,15,1592
"160",261010006002,261010006002,15,881
"161",260555504002,260555504002,15,1903
"162",260555508003,260555508003,35,1875
"163",260555507001,260555507001,35,1512
"164",260555508002,260555508002,35,977
"165",260555505001,260555505001,35,1035
"166",260555507004,260555507004,35,2671
"167",260899706003,260899706003,35,2017
"168",260899706001,260899706001,35,1414
"169",260899702004,260899702004,35,1782
"170",260899703001,260899703001,15,1055
"171",260899701002,260899701002,29,1165
"172",261490401003,261490401003,18,940
"173",261490402001,261490402001,18,1205
"174",260770021013,260770021013,18,3410
"175",260770061032,260770061032,18,2504
"176",260770033022,260770033022,18,1289
"177",260770033023,260770033023,18,2426
"178",261490413001,261490413001,18,832
"179",261490413004,261490413004,18,1139
"180",260239503001,260239503001,18,752
"181",260770015021,260770015021,28,1047
"182",260770015011,260770015011,28,977
"183",260770015071,260770015071,27,1475
"184",260770016011,260770016011,22,893
"185",260770015031,260770015031,27,958
"186",260770005002,260770005002,27,660
"187",260770017013,260770017013,22,1073
"188",260770003003,260770003003,27,596
"189",260770011003,260770011003,22,553
"190",260770017022,260770017022,22,522
"191",260770010002,260770010002,22,921
"192",260770035005,260770035005,22,1248
"193",260770028024,260770028024,27,2359
"194",260770055023,260770055023,27,1418
"195",260770022023,260770022023,27,1104
"196",260770026013,260770026013,27,1198
"197",260250011001,260250011001,27,2276
"198",260250025003,260250025003,27,963
"199",260250015003,260250015003,22,1949
"200",260250016001,260250016001,27,710
"201",260250016003,260250016003,27,1140
"202",260250005002,260250005002,22,2447
"203",260810127023,260810127023,28,1017
"204",260050305003,260050305003,27,1864
"205",260810148072,260810148072,27,2358
"206",260810148071,260810148071,27,2921
"207",260150104023,260150104023,27,1559
"208",260810122023,260810122023,19,2538
"209",260150113002,260150113002,27,814
"210",260670313002,260670313002,27,1954
"211",260810012002,260810012002,37,526
"212",260810022002,260810022002,37,1066
"213",260810032004,260810032004,37,348
"214",260810035003,260810035003,37,1577
"215",260810042001,260810042001,37,1806
"216",260810035002,260810035002,37,1584
"217",260810024002,260810024002,37,912
"218",260810033001,260810033001,37,1575
"219",260810011012,260810011012,37,1888
"220",260810034001,260810034001,37,2524
"221",260810043001,260810043001,37,729
"222",260810011021,260810011021,37,2002
"223",260810103022,260810103022,23,2063
"224",260810126051,260810126051,19,1683
"225",260810108011,260810108011,19,2820
"226",260810109034,260810109034,23,2019
"227",260810109041,260810109041,19,4151
"228",260810122013,260810122013,19,1224
"229",260810108022,260810108022,23,2107
"230",260670303001,260670303001,23,1264
"231",261179711004,261179711004,23,1424
"232",261179707002,261179707002,23,1485
"233",261079608002,261079608002,15,1414
"234",261079605004,261079605004,15,1001
"235",261079606004,261079606004,15,998
"236",261079605001,261079605001,15,1559
"237",261339705005,261339705005,15,933
"238",261079602001,261079602001,15,1138
"239",261653805003,261653805003,35,1193
"240",261339703002,261339703002,15,702
"241",261139603002,261139603002,35,1630
"242",261653808001,261653808001,15,833
"243",261653808003,261653808003,15,1433
"244",260555514003,260555514003,35,1132
"245",260555513004,260555513004,35,619
"246",260555511002,260555511002,29,1319
"247",260555511003,260555511003,29,1008
"248",260099606001,260099606001,29,774
"249",260099604003,260099604003,35,979
"250",260959601002,260959601002,29,667
"251",260339900000,260339900000,29,0
"252",260250027004,260250027004,18,1198
"253",260250029002,260250029002,22,1054
"254",260239501001,260239501001,22,1274
"255",260239508002,260239508002,18,1185
"256",260590504002,260590504002,10,671
"257",260250009002,260250009002,27,1112
"258",260250006001,260250006001,22,2047
"259",260250007002,260250007002,22,448
"260",260250023003,260250023003,22,1013
"261",260250023001,260250023001,22,1340
"262",260250021001,260250021001,22,1111
"263",260250020001,260250020001,22,1096
"264",260250019003,260250019003,22,3077
"265",260450208002,260450208002,27,1593
"266",260250040001,260250040001,22,775
"267",260250040004,260250040004,22,797
"268",260250033003,260250033003,22,879
"269",260250034002,260250034002,22,932
"270",260670312003,260670312003,27,1416
"271",260670312004,260670312004,3,1334
"272",260670314001,260670314001,27,2422
"273",260450209023,260450209023,27,336
"274",260450204041,260450204041,36,2237
"275",260450204031,260450204031,3,1165
"276",260450205003,260450205003,3,1735
"277",260450204023,260450204023,3,1046
"278",260450210023,260450210023,3,900
"279",260670317001,260670317001,23,1388
"280",260670321003,260670321003,19,957
"281",260670316002,260670316002,23,2101
"282",260670317003,260670317003,23,1248
"283",260670317004,260670317004,23,1276
"284",261179710004,261179710004,23,1463
"285",261179709003,261179709003,23,1056
"286",260670301003,260670301003,23,1542
"287",260730002001,260730002001,23,1305
"288",260730003001,260730003001,15,1045
"289",261179702001,261179702001,23,1178
"290",260730002003,260730002003,23,2127
"291",260350003002,260350003002,15,1626
"292",260350007003,260350007003,15,1002
"293",260730005001,260730005001,23,1003
"294",260739401003,260739401003,23,998
"295",260799503001,260799503001,35,1389
"296",260399602003,260399602003,35,1014
"297",260290010001,260290010001,29,842
"298",261379502002,261379502002,29,2275
"299",260479703001,260479703001,20,1402
"300",260479704001,260479704001,29,976
"301",260479705003,260479705003,29,1006
"302",260339706003,260339706003,29,2236
"303",260590511002,260590511002,10,1030
"304",260750064021,260750064021,22,1361
"305",260750054002,260750054002,22,1534
"306",260750054004,260750054004,22,1018
"307",260590502002,260590502002,10,1421
"308",260750053022,260750053022,22,1952
"309",260750053021,260750053021,22,1784
"310",260750050003,260750050003,22,699
"311",260750052002,260750052002,8,1494
"312",260750051002,260750051002,22,1352
"313",260590501002,260590501002,10,1801
"314",260750062002,260750062002,8,1670
"315",260750062003,260750062003,8,1344
"316",260650064022,260650064022,3,1595
"317",260750057003,260750057003,3,1437
"318",260750010002,260750010002,22,784
"319",260750050001,260750050001,3,825
"320",260750004001,260750004001,3,369
"321",260750004002,260750004002,3,1534
"322",260650062002,260650062002,3,965
"323",260450214013,260450214013,36,871
"324",260450201041,260450201041,3,2150
"325",260650036011,260650036011,36,951
"326",260650017032,260650017032,36,1405
"327",260650034002,260650034002,36,704
"328",260650052012,260650052012,36,1283
"329",260650052013,260650052013,36,1064
"330",260370102041,260370102041,36,1787
"331",260650007001,260650007001,36,812
"332",260650027001,260650027001,36,1361
"333",260650023002,260650023002,36,869
"334",260650066003,260650066003,36,1591
"335",260650054011,260650054011,3,1818
"336",260650031034,260650031034,36,1388
"337",260650053041,260650053041,36,2400
"338",260370112002,260370112002,36,801
"339",260650053024,260650053024,36,1639
"340",260650055023,260650055023,3,2942
"341",260650044911,260650044911,3,1228
"342",260650041002,260650041002,3,1080
"343",260659800001,260659800001,3,884
"344",260650056001,260650056001,36,986
"345",260570008002,260570008002,23,990
"346",260370107011,260370107011,23,980
"347",260370110021,260370110021,26,2361
"348",261550302001,261550302001,26,688
"349",260570005002,260570005002,23,968
"350",260730009001,260730009001,5,1268
"351",260570002003,260570002003,23,1513
"352",260570007001,260570007001,5,534
"353",261450123001,261450123001,26,1664
"354",261450121001,261450121001,5,1775
"355",261112917002,261112917002,23,1983
"356",261112916022,261112916022,35,1412
"357",260510009001,260510009001,5,774
"358",261112910001,261112910001,5,617
"359",261112911011,261112911011,5,1328
"360",261112904002,261112904002,26,944
"361",260350008001,260350008001,35,899
"362",260510004001,260510004001,35,1097
"363",260510007003,260510007003,35,941
"364",260510001003,260510001003,35,690
"365",261439711001,261439711001,35,767
"366",261439703001,261439703001,35,902
"367",261439701001,261439701001,35,871
"368",261359705001,261359705001,35,495
"369",260399602001,260399602001,35,633
"370",261359702012,261359702012,35,639
"371",261199104002,261199104002,29,738
"372",261379503002,261379503002,29,1340
"373",261379503001,261379503001,35,2152
"374",261379506001,261379506001,35,1937
"375",261379501002,261379501002,35,1127
"376",260319608001,260319608001,29,984
"377",260339710001,260339710001,29,1155
"378",260339706002,260339706002,29,1691
"379",260339701001,260339701001,29,784
"380",260339704001,260339704001,29,543
"381",260339702002,260339702002,29,1271
"382",260910620001,260910620001,10,905
"383",260910621001,260910621001,8,942
"384",260910621004,260910621004,8,1106
"385",260910613014,260910613014,10,1155
"386",260910613011,260910613011,10,1377
"387",261614310001,261614310001,8,2392
"388",260910607004,260910607004,10,1859
"389",260910623003,260910623003,10,676
"390",260910601003,260910601003,10,1343
"391",260937321002,260937321002,6,1520
"392",261614464001,261614464001,8,1224
"393",260937306002,260937306002,3,1370
"394",261614440002,261614440002,6,842
"395",261614480001,261614480001,8,2069
"396",260937435001,260937435001,6,1936
"397",260937438003,260937438003,6,730
"398",261614530003,261614530003,8,1771
"399",260650059001,260650059001,3,1575
"400",260937225001,260937225001,3,2235
"401",260937250003,260937250003,11,1713
"402",260937240031,260937240031,11,2444
"403",260937250001,260937250001,11,602
"404",260937110002,260937110002,26,2084
"405",260937110001,260937110001,11,2157
"406",261550306001,261550306001,26,1186
"407",261550306002,261550306002,26,484
"408",261550316003,261550316003,26,1635
"409",261450126003,261450126003,26,1281
"410",261550317002,261550317002,3,985
"411",260490127033,260490127033,26,370
"412",260490126011,260490126011,12,881
"413",260490126012,260490126012,12,990
"414",260490106105,260490106105,1,1584
"415",261450121003,261450121003,5,986
"416",261450106003,261450106003,26,776
"417",261450021005,261450021005,5,804
"418",261450103041,261450103041,26,1192
"419",261450021002,261450021002,5,836
"420",261450012001,261450012001,26,538
"421",261450019001,261450019001,5,582
"422",261450010003,261450010003,26,557
"423",261450116001,261450116001,12,544
"424",261450108003,261450108003,26,798
"425",261450117022,261450117022,12,1310
"426",261112910003,261112910003,5,2438
"427",261112902001,261112902001,5,493
"428",261112908003,261112908003,5,1701
"429",261112907001,261112907001,5,1066
"430",261112911013,261112911013,5,1115
"431",260172861005,260172861005,5,1168
"432",260172864002,260172864002,5,1272
"433",260172809001,260172809001,26,825
"434",260172808003,260172808003,26,526
"435",260172808001,260172808001,26,1876
"436",260172805001,260172805001,5,1331
"437",260172865001,260172865001,5,1924
"438",260172859002,260172859002,29,1822
"439",260172852013,260172852013,5,1925
"440",261299506003,261299506003,35,593
"441",260119703003,260119703003,5,1157
"442",260119705002,260119705002,5,1152
"443",260690007001,260690007001,5,1632
"444",260690008001,260690008001,35,629
"445",260019705001,260019705001,29,657
"446",261359703001,261359703001,35,799
"447",261199101001,261199101001,29,976
"448",260070001002,260070001002,29,802
"449",261419504001,261419504001,29,1034
"450",261158333003,261158333003,10,2592
"451",261158336002,261158336002,10,1167
"452",261158327001,261158327001,10,1394
"453",261158325001,261158325001,10,2744
"454",261614156001,261614156001,8,2358
"455",261158329001,261158329001,8,1135
"456",261614229002,261614229002,6,214
"457",261158307001,261158307001,8,1652
"458",261614200001,261614200001,8,1229
"459",261614130001,261614130001,8,659
"460",261614132001,261614132001,38,4394
"461",261635894002,261635894002,38,382
"462",261635893001,261635893001,38,1508
"463",261158304003,261158304003,8,996
"464",260937433002,260937433002,3,1037
"465",260937437002,260937437002,21,1831
"466",260937411002,260937411002,11,657
"467",261614034002,261614034002,6,1383
"468",260937446002,260937446002,21,427
"469",261614007003,261614007003,8,706
"470",261614045002,261614045002,6,1370
"471",261614650004,261614650004,21,1668
"472",261614003003,261614003003,6,2197
"473",261614022002,261614022002,6,1535
"474",260937407001,260937407001,11,1789
"475",261614026002,261614026002,6,1231
"476",261251392002,261251392002,6,1697
"477",261614104003,261614104003,6,918
"478",261251394001,261251394001,6,2919
"479",261614105002,261614105002,6,871
"480",261614112002,261614112002,8,1235
"481",261614106002,261614106002,8,1280
"482",261614119004,261614119004,8,1227
"483",261251321003,261251321003,11,1110
"484",261614130004,261614130004,8,1043
"485",261251381002,261251381002,6,3646
"486",261614120001,261614120001,8,778
"487",261614119001,261614119001,8,186
"488",261251330011,261251330011,34,2867
"489",261635617002,261635617002,21,2124
"490",261251331003,261251331003,34,836
"491",261251330022,261251330022,34,743
"492",261635645041,261635645041,33,7046
"493",261635643002,261635643002,33,808
"494",261635613001,261635613001,21,6480
"495",261635617001,261635617001,21,12
"496",261635642002,261635642002,33,2215
"497",261251349004,261251349004,34,1284
"498",261635642001,261635642001,33,678
"499",261251363001,261251363001,34,1499
"500",261635628003,261635628003,21,595
"501",261635647001,261635647001,33,2040
"502",261251348001,261251348001,34,2227
"503",261251678002,261251678002,34,1906
"504",261635879001,261635879001,33,2286
"505",261251573001,261251573001,34,1641
"506",261251573002,261251573002,34,588
"507",261251572002,261251572002,34,2511
"508",261251687002,261251687002,30,1663
"509",261251684002,261251684002,34,2376
"510",261635652003,261635652003,21,930
"511",261635666002,261635666002,33,1397
"512",261251688001,261251688001,30,1494
"513",261251652003,261251652003,30,1138
"514",261635579001,261635579001,21,1450
"515",261635857001,261635857001,33,780
"516",261251576002,261251576002,34,1740
"517",261635679003,261635679003,33,1813
"518",261635679002,261635679002,33,525
"519",261251665001,261251665001,30,1212
"520",261251661002,261251661002,30,1066
"521",261635685003,261635685003,33,1120
"522",261635580003,261635580003,21,1062
"523",261251578002,261251578002,30,1127
"524",261251578003,261251578003,30,1160
"525",261635673004,261635673004,33,712
"526",261635694003,261635694003,33,1227
"527",261635856001,261635856001,33,2537
"528",260490131131,260490131131,11,1534
"529",260490131123,260490131123,11,1142
"530",260490132024,260490132024,11,583
"531",260490133014,260490133014,11,2520
"532",260490129061,260490129061,1,1697
"533",260490132022,260490132022,11,2236
"534",261251250001,261251250001,1,1360
"535",261251316001,261251316001,11,2886
"536",261251325002,261251325002,11,1834
"537",261251315001,261251315001,34,910
"538",261251256002,261251256002,11,1436
"539",261251313003,261251313003,34,944
"540",261251321002,261251321002,11,1776
"541",261251265001,261251265001,34,1779
"542",261251340001,261251340001,34,1547
"543",261251231002,261251231002,32,1509
"544",261251300001,261251300001,34,1929
"545",261251340003,261251340003,34,1394
"546",261251344003,261251344003,34,1144
"547",261251307001,261251307001,16,1426
"548",261251344004,261251344004,34,1145
"549",261251271002,261251271002,32,1924
"550",261251273003,261251273003,34,918
"551",261251562001,261251562001,16,1605
"552",261251441001,261251441001,34,1670
"553",261251455021,261251455021,16,2303
"554",261251444003,261251444003,34,666
"555",261251224001,261251224001,32,2291
"556",261251274002,261251274002,32,987
"557",261251545002,261251545002,34,1474
"558",261251435001,261251435001,34,1853
"559",260490108101,260490108101,1,1297
"560",260490108131,260490108131,1,1831
"561",260490108112,260490108112,1,1237
"562",260490108122,260490108122,1,1741
"563",260490109113,260490109113,1,1225
"564",260490108123,260490108123,1,539
"565",260490013001,260490013001,1,885
"566",260490016004,260490016004,1,1254
"567",260490012003,260490012003,1,1062
"568",260490005003,260490005003,1,491
"569",260490012001,260490012001,1,375
"570",260490037002,260490037002,1,760
"571",260490015001,260490015001,1,604
"572",260490103053,260490103053,26,597
"573",260490036006,260490036006,1,1408
"574",260490103054,260490103054,26,733
"575",260490006003,260490006003,1,450
"576",260490014002,260490014002,1,425
"577",260490135004,260490135004,1,942
"578",260490135005,260490135005,11,1872
"579",260490101132,260490101132,1,1230
"580",260490004003,260490004003,1,603
"581",260490011001,260490011001,1,334
"582",260490040004,260490040004,1,879
"583",260490017002,260490017002,1,1087
"584",260490111021,260490111021,1,1865
"585",260490022002,260490022002,1,433
"586",260490026005,260490026005,1,1104
"587",260490030003,260490030003,1,1516
"588",260490033001,260490033001,1,1513
"589",260490018002,260490018002,1,1388
"590",260490120071,260490120071,1,1004
"591",260490111012,260490111012,11,1422
"592",260490112141,260490112141,11,2320
"593",260490112093,260490112093,11,1810
"594",260490120091,260490120091,12,896
"595",260490117141,260490117141,1,1054
"596",260490124012,260490124012,12,816
"597",260490118002,260490118002,1,1271
"598",260490117113,260490117113,12,1019
"599",260490117102,260490117102,12,1153
"600",260490119023,260490119023,12,1493
"601",260873421001,260873421001,12,1391
"602",261570012002,261570012002,12,1194
"603",261450113003,261450113003,12,1223
"604",261570009001,261570009001,12,1369
"605",261570002004,261570002004,26,788
"606",261570006001,261570006001,12,1673
"607",261570010001,261570010001,12,1271
"608",260172852022,260172852022,5,1838
"609",261570002003,261570002003,12,861
"610",260690007002,260690007002,5,1042
"611",260690002001,260690002001,35,526
"612",260070002001,260070002001,29,1070
"613",260070003004,260070003004,29,980
"614",261635862002,261635862002,38,3199
"615",261635844001,261635844001,38,1223
"616",261635848004,261635848004,38,1220
"617",261635844002,261635844002,38,2021
"618",261635915021,261635915021,38,3107
"619",261635930003,261635930003,38,1608
"620",261635930001,261635930001,38,1982
"621",261635816004,261635816004,38,1946
"622",261635942001,261635942001,38,780
"623",261635951003,261635951003,38,762
"624",261635945001,261635945001,38,1538
"625",261635952001,261635952001,38,922
"626",261635819004,261635819004,38,733
"627",261635950002,261635950002,38,924
"628",261635820001,261635820001,38,767
"629",261635820003,261635820003,38,1730
"630",261635806001,261635806001,31,673
"631",261635673005,261635673005,33,699
"632",261635669002,261635669002,33,1420
"633",261635588001,261635588001,33,1269
"634",261635687003,261635687003,33,790
"635",261251669003,261251669003,30,2076
"636",261251673001,261251673001,21,1319
"637",261635706002,261635706002,33,1401
"638",261635697001,261635697001,33,1282
"639",261635697002,261635697002,33,1086
"640",261635571003,261635571003,21,1019
"641",261635582003,261635582003,33,1099
"642",261635570003,261635570003,30,1133
"643",261635571001,261635571001,21,744
"644",261635591001,261635591001,33,1703
"645",261635691001,261635691001,33,1522
"646",261635692002,261635692002,33,763
"647",261635719002,261635719002,33,675
"648",261635546003,261635546003,21,455
"649",261635547003,261635547003,21,1168
"650",261635722005,261635722005,33,1456
"651",261635547002,261635547002,33,840
"652",261635719003,261635719003,21,1330
"653",261635831004,261635831004,33,943
"654",261635542004,261635542004,30,362
"655",261635730002,261635730002,31,1721
"656",261251603003,261251603003,30,210
"657",261635413003,261635413003,30,752
"658",261635721003,261635721003,31,750
"659",261251625001,261251625001,30,1020
"660",261635726005,261635726005,31,1392
"661",261635548001,261635548001,21,363
"662",261635747001,261635747001,31,971
"663",261635747002,261635747002,31,695
"664",261635832003,261635832003,33,903
"665",261635839002,261635839002,38,772
"666",261635414001,261635414001,30,614
"667",261635442001,261635442001,30,763
"668",261635462001,261635462001,21,1418
"669",261635753001,261635753001,31,1022
"670",261635799003,261635799003,31,1246
"671",261251612003,261251612003,16,1496
"672",261635463002,261635463002,21,1154
"673",261635728004,261635728004,31,544
"674",261251510002,261251510002,16,1326
"675",261635411004,261635411004,30,739
"676",261635436003,261635436003,31,340
"677",261251624001,261251624001,30,1095
"678",261635409001,261635409001,30,796
"679",261251612001,261251612001,16,1163
"680",261251527002,261251527002,16,1081
"681",261635468004,261635468004,31,1018
"682",261635437003,261635437003,31,724
"683",261251581002,261251581002,16,790
"684",261635429004,261635429004,31,921
"685",261635468001,261635468001,31,287
"686",261635408001,261635408001,30,667
"687",261251615002,261251615002,30,1047
"688",261635430001,261635430001,21,1055
"689",261635430002,261635430002,21,746
"690",261635764003,261635764003,38,1361
"691",261635467001,261635467001,31,349
"692",261635762001,261635762001,38,691
"693",261251613004,261251613004,16,948
"694",261635452003,261635452003,31,828
"695",261251533002,261251533002,16,1428
"696",261251613003,261251613003,16,569
"697",261635402004,261635402004,30,491
"698",261635453002,261635453002,31,484
"699",261635422004,261635422004,31,589
"700",261635765003,261635765003,31,540
"701",261635765005,261635765005,31,677
"702",261635421002,261635421002,31,350
"703",261635423002,261635423002,31,454
"704",261635452002,261635452002,31,711
"705",261635765004,261635765004,31,819
"706",261251724001,261251724001,30,503
"707",261251834001,261251834001,16,921
"708",261251714003,261251714003,30,1510
"709",261251530001,261251530001,16,1083
"710",261251714004,261251714004,30,1350
"711",261251529003,261251529003,16,1282
"712",261251702002,261251702002,30,1226
"713",261251529001,261251529001,16,1347
"714",261635761005,261635761005,38,367
"715",261251715002,261251715002,30,1469
"716",261251715001,261251715001,14,1977
"717",261635778002,261635778002,38,950
"718",261635369002,261635369002,31,704
"719",261635370002,261635370002,14,803
"720",261635774005,261635774005,38,893
"721",261251833002,261251833002,16,644
"722",261635394003,261635394003,31,1499
"723",261635393003,261635393003,30,904
"724",261635356001,261635356001,31,959
"725",261635775002,261635775002,31,502
"726",261251704002,261251704002,30,1012
"727",261251832003,261251832003,16,621
"728",261635742021,261635742021,25,1191
"729",261635737021,261635737021,25,1586
"730",261251830001,261251830001,16,1090
"731",261635785001,261635785001,31,907
"732",261635367002,261635367002,14,692
"733",261635342004,261635342004,25,315
"734",261635343002,261635343002,25,958
"735",261635356003,261635356003,25,1042
"736",261251832001,261251832001,16,1694
"737",261635248002,261635248002,31,675
"738",261635385005,261635385005,14,675
"739",261251841004,261251841004,16,744
"740",261635385004,261635385004,14,373
"741",261635802002,261635802002,31,890
"742",261635389004,261635389004,14,736
"743",261635797002,261635797002,38,1218
"744",261251732003,261251732003,14,778
"745",261251733001,261251733001,14,866
"746",261635390002,261635390002,14,513
"747",261251803002,261251803002,16,697
"748",261251845001,261251845001,30,848
"749",261635385002,261635385002,14,318
"750",261635735002,261635735002,25,2498
"751",261635262003,261635262003,25,1002
"752",261635381001,261635381001,14,941
"753",261635308002,261635308002,25,396
"754",261635260002,261635260002,25,1800
"755",261635384002,261635384002,14,1240
"756",261635384003,261635384003,14,914
"757",261635384004,261635384004,14,1432
"758",261635792004,261635792004,25,721
"759",261635305001,261635305001,25,399
"760",261635792001,261635792001,25,852
"761",261635309001,261635309001,25,686
"762",261635241004,261635241004,25,853
"763",261635791001,261635791001,25,1090
"764",261635301003,261635301003,14,846
"765",261635309003,261635309003,25,192
"766",261635315001,261635315001,25,482
"767",261251730002,261251730002,14,733
"768",261635272002,261635272002,25,110
"769",261635382002,261635382002,14,1013
"770",261251814002,261251814002,16,1204
"771",261635318003,261635318003,25,439
"772",261635334002,261635334002,25,420
"773",261635311001,261635311001,25,544
"774",261635255002,261635255002,25,475
"775",261635238002,261635238002,25,890
"776",261635332001,261635332001,25,234
"777",261635313002,261635313002,25,476
"778",261251815002,261251815002,30,1575
"779",261635319001,261635319001,25,181
"780",261635256002,261635256002,25,992
"781",261635079001,261635079001,14,219
"782",261251751007,261251751007,14,604
"783",261635331002,261635331002,25,486
"784",261251813002,261251813002,16,1668
"785",261635234002,261635234002,25,1076
"786",261635074004,261635074004,14,336
"787",261251813005,261251813005,9,1075
"788",261635075002,261635075002,14,937
"789",261635074002,261635074002,14,981
"790",261635073001,261635073001,14,928
"791",261635326003,261635326003,25,241
"792",261635215002,261635215002,25,825
"793",261635339001,261635339001,25,1160
"794",261635074001,261635074001,14,406
