"","GEOID10","GEOID","District","total_population"
"1",260539506004,260539506004,46,776
"2",260539505003,260539505003,46,516
"3",260539504002,260539504002,46,454
"4",260539502001,260539502001,38,234
"5",261319701001,261319701001,38,1137
"6",260610010002,260610010002,38,329
"7",260710003002,260710003002,46,1365
"8",260710001001,260710001001,46,1018
"9",260610006002,260610006002,46,1496
"10",260610008003,260610008003,46,2259
"11",260610004003,260610004003,46,1093
"12",260439507003,260439507003,46,679
"13",260439505001,260439505001,26,1250
"14",260710005002,260710005002,46,1191
"15",261030023002,261030023002,46,1377
"16",261099606002,261099606002,26,1428
"17",261099605001,261099605001,26,930
"18",261099603002,261099603002,26,1289
"19",261030022002,261030022002,38,904
"20",261030017002,261030017002,38,1134
"21",261030013003,261030013003,46,846
"22",261030015002,261030015002,38,2019
"23",261399900000,261399900000,60,0
"24",260419711001,260419711001,26,1542
"25",260419711002,260419711002,26,1631
"26",260419703002,260419703002,26,1411
"27",260419704003,260419704003,26,484
"28",261030012004,261030012004,26,1103
"29",261030004002,261030004002,38,658
"30",261030002003,261030002003,38,608
"31",260210114002,260210114002,16,1097
"32",260199900000,260199900000,52,0
"33",260210202004,260210202004,16,759
"34",260210202003,260210202003,16,1197
"35",260210211002,260210211002,97,1233
"36",260210210002,260210210002,97,2364
"37",260210210001,260210210001,97,826
"38",260210209004,260210209004,97,680
"39",260270015001,260270015001,4,702
"40",260270022004,260270022004,97,1044
"41",260210009002,260210009002,4,712
"42",260210010002,260210010002,16,762
"43",260210008001,260210008001,16,1746
"44",260210007002,260210007002,16,662
"45",260210004001,260210004001,16,1140
"46",260210021003,260210021003,16,1225
"47",260210022003,260210022003,4,776
"48",260210102005,260210102005,4,931
"49",260210102004,260210102004,4,701
"50",260270022003,260270022003,97,770
"51",260270019003,260270019003,101,2048
"52",261590104004,261590104004,4,827
"53",261590102001,261590102001,4,1982
"54",261390221053,261390221053,60,1907
"55",260050326001,260050326001,60,1452
"56",260050302002,260050302002,60,1042
"57",261390257003,261390257003,60,974
"58",260050322003,260050322003,74,1342
"59",261390249001,261390249001,60,2526
"60",261390220022,261390220022,60,856
"61",261390222036,261390222036,60,3452
"62",260050307042,260050307042,74,2224
"63",260050307041,260050307041,44,2797
"64",261210008004,261210008004,24,721
"65",261210025003,261210025003,66,787
"66",261210024002,261210024002,66,2201
"67",261210022002,261210022002,66,2369
"68",261210043001,261210043001,66,633
"69",261210025001,261210025001,66,1799
"70",261390213042,261390213042,66,899
"71",261390206002,261390206002,60,824
"72",261210004013,261210004013,24,1196
"73",261390206001,261390206001,24,1311
"74",261210027003,261210027003,66,442
"75",261210004021,261210004021,24,0
"76",261390212021,261390212021,60,3489
"77",261210028003,261210028003,66,1879
"78",261210031002,261210031002,24,2635
"79",261210038002,261210038002,49,933
"80",261210037001,261210037001,49,1565
"81",261210039002,261210039002,49,1061
"82",261210003001,261210003001,24,631
"83",261210001004,261210001004,24,851
"84",261210001002,261210001002,24,1877
"85",261210032003,261210032003,66,995
"86",261270110002,261270110002,52,1244
"87",261270103002,261270103002,49,1132
"88",261059508003,261059508003,49,764
"89",261059503002,261059503002,52,779
"90",261059505002,261059505002,52,661
"91",261059504001,261059504001,52,1069
"92",261059506003,261059506003,52,1656
"93",261010006001,261010006001,89,514
"94",261010009001,261010009001,52,618
"95",261010007003,261010007003,52,647
"96",261010002002,261010002002,52,794
"97",260190005002,260190005002,52,537
"98",260270018004,260270018004,97,868
"99",260270012001,260270012001,97,1583
"100",260270010004,260270010004,97,1528
"101",261490411012,261490411012,83,930
"102",261490414002,261490414002,32,1384
"103",261590113003,261590113003,4,997
"104",261590113005,261590113005,101,470
"105",261590110022,261590110022,101,1846
"106",261490409002,261490409002,97,1296
"107",261590120006,261590120006,4,932
"108",260050311001,260050311001,59,1245
"109",261590101003,261590101003,4,1649
"110",260770029041,260770029041,59,1760
"111",260770029011,260770029011,105,1365
"112",260050318003,260050318003,105,1386
"113",260050319004,260050319004,105,1401
"114",260770029013,260770029013,105,1438
"115",260050313002,260050313002,105,2220
"116",261390257004,261390257004,81,966
"117",261390236001,261390236001,74,2382
"118",261390218012,261390218012,13,950
"119",260050303003,260050303003,44,2349
"120",261390230012,261390230012,13,4457
"121",260810131002,260810131002,8,2537
"122",260810131003,260810131003,13,2338
"123",260050306002,260050306002,44,1900
"124",260810132004,260810132004,13,2035
"125",260810145014,260810145014,13,844
"126",260810145021,260810145021,13,3133
"127",260810145022,260810145022,13,1331
"128",260810146023,260810146023,44,1415
"129",260810147012,260810147012,13,1160
"130",260810129011,260810129011,44,2590
"131",261390244001,261390244001,60,4731
"132",261210029003,261210029003,92,1781
"133",261390202001,261390202001,81,2342
"134",261390216043,261390216043,74,1095
"135",261390214003,261390214003,8,1612
"136",260810114031,260810114031,92,1434
"137",260810018003,260810018003,81,1499
"138",260810117021,260810117021,8,2687
"139",260810104011,260810104011,49,1194
"140",260810138022,260810138022,13,1239
"141",260810134001,260810134001,8,2699
"142",260810133003,260810133003,8,2068
"143",260810135002,260810135002,44,2687
"144",260810140003,260810140003,44,1186
"145",260810027003,260810027003,8,1569
"146",260810026002,260810026002,8,1190
"147",260810015003,260810015003,93,1294
"148",260810040002,260810040002,8,958
"149",260810104023,260810104023,49,1379
"150",260810021002,260810021002,8,1537
"151",260810036001,260810036001,76,1166
"152",260810004002,260810004002,93,1189
"153",260810111011,260810111011,92,3015
"154",261239705003,261239705003,49,772
"155",261239706003,261239706003,49,899
"156",261239703002,261239703002,85,1851
"157",261239706004,261239706004,49,1226
"158",261239711002,261239711002,49,1844
"159",261239701003,261239701003,49,1592
"160",261010006002,261010006002,89,881
"161",260555504002,260555504002,89,1903
"162",260555508003,260555508003,89,1875
"163",260555507001,260555507001,89,1512
"164",260555508002,260555508002,89,977
"165",260555505001,260555505001,89,1035
"166",260555507004,260555507004,89,2671
"167",260899706003,260899706003,52,2017
"168",260899706001,260899706001,52,1414
"169",260899702004,260899702004,52,1782
"170",260899703001,260899703001,89,1055
"171",260899701002,260899701002,52,1165
"172",261490401003,261490401003,83,940
"173",261490402001,261490402001,83,1205
"174",260770021013,260770021013,97,3410
"175",260770061032,260770061032,97,2504
"176",260770033022,260770033022,72,1289
"177",260770033023,260770033023,97,2426
"178",261490413001,261490413001,83,832
"179",261490413004,261490413004,83,1139
"180",260239503001,260239503001,83,752
"181",260770015021,260770015021,72,1047
"182",260770015011,260770015011,59,977
"183",260770015071,260770015071,72,1475
"184",260770016011,260770016011,72,893
"185",260770015031,260770015031,72,958
"186",260770005002,260770005002,72,660
"187",260770017013,260770017013,101,1073
"188",260770003003,260770003003,72,596
"189",260770011003,260770011003,101,553
"190",260770017022,260770017022,101,522
"191",260770010002,260770010002,101,921
"192",260770035005,260770035005,101,1248
"193",260770028024,260770028024,72,2359
"194",260770055023,260770055023,72,1418
"195",260770022023,260770022023,72,1104
"196",260770026013,260770026013,105,1198
"197",260250011001,260250011001,105,2276
"198",260250025003,260250025003,105,963
"199",260250015003,260250015003,72,1949
"200",260250016001,260250016001,83,710
"201",260250016003,260250016003,83,1140
"202",260250005002,260250005002,83,2447
"203",260810127023,260810127023,76,1017
"204",260050305003,260050305003,44,1864
"205",260810148072,260810148072,44,2358
"206",260810148071,260810148071,63,2921
"207",260150104023,260150104023,105,1559
"208",260810122023,260810122023,63,2538
"209",260150113002,260150113002,78,814
"210",260670313002,260670313002,63,1954
"211",260810012002,260810012002,63,526
"212",260810022002,260810022002,63,1066
"213",260810032004,260810032004,8,348
"214",260810035003,260810035003,8,1577
"215",260810042001,260810042001,8,1806
"216",260810035002,260810035002,8,1584
"217",260810024002,260810024002,63,912
"218",260810033001,260810033001,63,1575
"219",260810011012,260810011012,8,1888
"220",260810034001,260810034001,8,2524
"221",260810043001,260810043001,76,729
"222",260810011021,260810011021,93,2002
"223",260810103022,260810103022,92,2063
"224",260810126051,260810126051,63,1683
"225",260810108011,260810108011,92,2820
"226",260810109034,260810109034,93,2019
"227",260810109041,260810109041,93,4151
"228",260810122013,260810122013,63,1224
"229",260810108022,260810108022,100,2107
"230",260670303001,260670303001,100,1264
"231",261179711004,261179711004,51,1424
"232",261179707002,261179707002,100,1485
"233",261079608002,261079608002,108,1414
"234",261079605004,261079605004,85,1001
"235",261079606004,261079606004,85,998
"236",261079605001,261079605001,108,1559
"237",261339705005,261339705005,85,933
"238",261079602001,261079602001,108,1138
"239",261653805003,261653805003,85,1193
"240",261339703002,261339703002,89,702
"241",261139603002,261139603002,85,1630
"242",261653808001,261653808001,89,833
"243",261653808003,261653808003,89,1433
"244",260555514003,260555514003,89,1132
"245",260555513004,260555513004,87,619
"246",260555511002,260555511002,87,1319
"247",260555511003,260555511003,87,1008
"248",260099606001,260099606001,14,774
"249",260099604003,260099604003,87,979
"250",260959601002,260959601002,52,667
"251",260339900000,260339900000,38,0
"252",260250027004,260250027004,17,1198
"253",260250029002,260250029002,98,1054
"254",260239501001,260239501001,98,1274
"255",260239508002,260239508002,32,1185
"256",260590504002,260590504002,32,671
"257",260250009002,260250009002,105,1112
"258",260250006001,260250006001,83,2047
"259",260250007002,260250007002,83,448
"260",260250023003,260250023003,17,1013
"261",260250023001,260250023001,17,1340
"262",260250021001,260250021001,17,1111
"263",260250020001,260250020001,17,1096
"264",260250019003,260250019003,17,3077
"265",260450208002,260450208002,78,1593
"266",260250040001,260250040001,17,775
"267",260250040004,260250040004,78,797
"268",260250033003,260250033003,68,879
"269",260250034002,260250034002,68,932
"270",260670312003,260670312003,78,1416
"271",260670312004,260670312004,78,1334
"272",260670314001,260670314001,78,2422
"273",260450209023,260450209023,17,336
"274",260450204041,260450204041,78,2237
"275",260450204031,260450204031,78,1165
"276",260450205003,260450205003,78,1735
"277",260450204023,260450204023,78,1046
"278",260450210023,260450210023,17,900
"279",260670317001,260670317001,51,1388
"280",260670321003,260670321003,51,957
"281",260670316002,260670316002,100,2101
"282",260670317003,260670317003,51,1248
"283",260670317004,260670317004,51,1276
"284",261179710004,261179710004,100,1463
"285",261179709003,261179709003,31,1056
"286",260670301003,260670301003,31,1542
"287",260730002001,260730002001,2,1305
"288",260730003001,260730003001,100,1045
"289",261179702001,261179702001,100,1178
"290",260730002003,260730002003,108,2127
"291",260350003002,260350003002,45,1626
"292",260350007003,260350007003,108,1002
"293",260730005001,260730005001,2,1003
"294",260739401003,260739401003,2,998
"295",260799503001,260799503001,87,1389
"296",260399602003,260399602003,87,1014
"297",260290010001,260290010001,14,842
"298",261379502002,261379502002,14,2275
"299",260479703001,260479703001,14,1402
"300",260479704001,260479704001,14,976
"301",260479705003,260479705003,86,1006
"302",260339706003,260339706003,38,2236
"303",260590511002,260590511002,32,1030
"304",260750064021,260750064021,68,1361
"305",260750054002,260750054002,68,1534
"306",260750054004,260750054004,68,1018
"307",260590502002,260590502002,98,1421
"308",260750053022,260750053022,98,1952
"309",260750053021,260750053021,98,1784
"310",260750050003,260750050003,98,699
"311",260750052002,260750052002,98,1494
"312",260750051002,260750051002,98,1352
"313",260590501002,260590501002,98,1801
"314",260750062002,260750062002,98,1670
"315",260750062003,260750062003,6,1344
"316",260650064022,260650064022,68,1595
"317",260750057003,260750057003,68,1437
"318",260750010002,260750010002,68,784
"319",260750050001,260750050001,98,825
"320",260750004001,260750004001,98,369
"321",260750004002,260750004002,98,1534
"322",260650062002,260650062002,9,965
"323",260450214013,260450214013,78,871
"324",260450201041,260450201041,64,2150
"325",260650036011,260650036011,64,951
"326",260650017032,260650017032,64,1405
"327",260650034002,260650034002,64,704
"328",260650052012,260650052012,34,1283
"329",260650052013,260650052013,34,1064
"330",260370102041,260370102041,31,1787
"331",260650007001,260650007001,31,812
"332",260650027001,260650027001,64,1361
"333",260650023002,260650023002,34,869
"334",260650066003,260650066003,64,1591
"335",260650054011,260650054011,34,1818
"336",260650031034,260650031034,31,1388
"337",260650053041,260650053041,34,2400
"338",260370112002,260370112002,31,801
"339",260650053024,260650053024,9,1639
"340",260650055023,260650055023,34,2942
"341",260650044911,260650044911,9,1228
"342",260650041002,260650041002,34,1080
"343",260659800001,260659800001,34,884
"344",260650056001,260650056001,9,986
"345",260570008002,260570008002,15,990
"346",260370107011,260370107011,15,980
"347",260370110021,260370110021,15,2361
"348",261550302001,261550302001,10,688
"349",260570005002,260570005002,15,968
"350",260730009001,260730009001,100,1268
"351",260570002003,260570002003,15,1513
"352",260570007001,260570007001,15,534
"353",261450123001,261450123001,15,1664
"354",261450121001,261450121001,54,1775
"355",261112917002,261112917002,45,1983
"356",261112916022,261112916022,45,1412
"357",260510009001,260510009001,45,774
"358",261112910001,261112910001,45,617
"359",261112911011,261112911011,45,1328
"360",261112904002,261112904002,45,944
"361",260350008001,260350008001,45,899
"362",260510004001,260510004001,45,1097
"363",260510007003,260510007003,95,941
"364",260510001003,260510001003,45,690
"365",261439711001,261439711001,108,767
"366",261439703001,261439703001,95,902
"367",261439701001,261439701001,95,871
"368",261359705001,261359705001,95,495
"369",260399602001,260399602001,87,633
"370",261359702012,261359702012,87,639
"371",261199104002,261199104002,87,738
"372",261379503002,261379503002,14,1340
"373",261379503001,261379503001,14,2152
"374",261379506001,261379506001,14,1937
"375",261379501002,261379501002,14,1127
"376",260319608001,260319608001,14,984
"377",260339710001,260339710001,86,1155
"378",260339706002,260339706002,38,1691
"379",260339701001,260339701001,86,784
"380",260339704001,260339704001,38,543
"381",260339702002,260339702002,86,1271
"382",260910620001,260910620001,42,905
"383",260910621001,260910621001,6,942
"384",260910621004,260910621004,6,1106
"385",260910613014,260910613014,6,1155
"386",260910613011,260910613011,6,1377
"387",261614310001,261614310001,6,2392
"388",260910607004,260910607004,6,1859
"389",260910623003,260910623003,6,676
"390",260910601003,260910601003,18,1343
"391",260937321002,260937321002,18,1520
"392",261614464001,261614464001,18,1224
"393",260937306002,260937306002,99,1370
"394",261614440002,261614440002,18,842
"395",261614480001,261614480001,18,2069
"396",260937435001,260937435001,99,1936
"397",260937438003,260937438003,99,730
"398",261614530003,261614530003,43,1771
"399",260650059001,260650059001,109,1575
"400",260937225001,260937225001,18,2235
"401",260937250003,260937250003,99,1713
"402",260937240031,260937240031,99,2444
"403",260937250001,260937250001,99,602
"404",260937110002,260937110002,109,2084
"405",260937110001,260937110001,109,2157
"406",261550306001,261550306001,15,1186
"407",261550306002,261550306002,15,484
"408",261550316003,261550316003,48,1635
"409",261450126003,261450126003,10,1281
"410",261550317002,261550317002,48,985
"411",260490127033,260490127033,41,370
"412",260490126011,260490126011,48,881
"413",260490126012,260490126012,48,990
"414",260490106105,260490106105,48,1584
"415",261450121003,261450121003,54,986
"416",261450106003,261450106003,10,776
"417",261450021005,261450021005,10,804
"418",261450103041,261450103041,54,1192
"419",261450021002,261450021002,10,836
"420",261450012001,261450012001,10,538
"421",261450019001,261450019001,10,582
"422",261450010003,261450010003,10,557
"423",261450116001,261450116001,10,544
"424",261450108003,261450108003,61,798
"425",261450117022,261450117022,10,1310
"426",261112910003,261112910003,2,2438
"427",261112902001,261112902001,2,493
"428",261112908003,261112908003,2,1701
"429",261112907001,261112907001,54,1066
"430",261112911013,261112911013,45,1115
"431",260172861005,260172861005,61,1168
"432",260172864002,260172864002,45,1272
"433",260172809001,260172809001,61,825
"434",260172808003,260172808003,54,526
"435",260172808001,260172808001,61,1876
"436",260172805001,260172805001,54,1331
"437",260172865001,260172865001,61,1924
"438",260172859002,260172859002,45,1822
"439",260172852013,260172852013,61,1925
"440",261299506003,261299506003,95,593
"441",260119703003,260119703003,45,1157
"442",260119705002,260119705002,61,1152
"443",260690007001,260690007001,95,1632
"444",260690008001,260690008001,95,629
"445",260019705001,260019705001,95,657
"446",261359703001,261359703001,87,799
"447",261199101001,261199101001,14,976
"448",260070001002,260070001002,87,802
"449",261419504001,261419504001,87,1034
"450",261158333003,261158333003,42,2592
"451",261158336002,261158336002,42,1167
"452",261158327001,261158327001,42,1394
"453",261158325001,261158325001,71,2744
"454",261614156001,261614156001,43,2358
"455",261158329001,261158329001,42,1135
"456",261614229002,261614229002,43,214
"457",261158307001,261158307001,18,1652
"458",261614200001,261614200001,23,1229
"459",261614130001,261614130001,1,659
"460",261614132001,261614132001,23,4394
"461",261635894002,261635894002,1,382
"462",261635893001,261635893001,1,1508
"463",261158304003,261158304003,23,996
"464",260937433002,260937433002,109,1037
"465",260937437002,260937437002,33,1831
"466",260937411002,260937411002,99,657
"467",261614034002,261614034002,40,1383
"468",260937446002,260937446002,33,427
"469",261614007003,261614007003,43,706
"470",261614045002,261614045002,53,1370
"471",261614650004,261614650004,99,1668
"472",261614003003,261614003003,53,2197
"473",261614022002,261614022002,53,1535
"474",260937407001,260937407001,109,1789
"475",261614026002,261614026002,53,1231
"476",261251392002,261251392002,33,1697
"477",261614104003,261614104003,23,918
"478",261251394001,261251394001,33,2919
"479",261614105002,261614105002,23,871
"480",261614112002,261614112002,40,1235
"481",261614106002,261614106002,23,1280
"482",261614119004,261614119004,40,1227
"483",261251321003,261251321003,33,1110
"484",261614130004,261614130004,40,1043
"485",261251381002,261251381002,58,3646
"486",261614120001,261614120001,40,778
"487",261614119001,261614119001,40,186
"488",261251330011,261251330011,33,2867
"489",261635617002,261635617002,58,2124
"490",261251331003,261251331003,107,836
"491",261251330022,261251330022,107,743
"492",261635645041,261635645041,1,7046
"493",261635643002,261635643002,33,808
"494",261635613001,261635613001,58,6480
"495",261635617001,261635617001,58,12
"496",261635642002,261635642002,33,2215
"497",261251349004,261251349004,107,1284
"498",261635642001,261635642001,33,678
"499",261251363001,261251363001,58,1499
"500",261635628003,261635628003,58,595
"501",261635647001,261635647001,40,2040
"502",261251348001,261251348001,29,2227
"503",261251678002,261251678002,29,1906
"504",261635879001,261635879001,1,2286
"505",261251573001,261251573001,29,1641
"506",261251573002,261251573002,73,588
"507",261251572002,261251572002,75,2511
"508",261251687002,261251687002,73,1663
"509",261251684002,261251684002,20,2376
"510",261635652003,261635652003,20,930
"511",261635666002,261635666002,1,1397
"512",261251688001,261251688001,73,1494
"513",261251652003,261251652003,29,1138
"514",261635579001,261635579001,20,1450
"515",261635857001,261635857001,23,780
"516",261251576002,261251576002,75,1740
"517",261635679003,261635679003,57,1813
"518",261635679002,261635679002,57,525
"519",261251665001,261251665001,73,1212
"520",261251661002,261251661002,75,1066
"521",261635685003,261635685003,50,1120
"522",261635580003,261635580003,20,1062
"523",261251578002,261251578002,73,1127
"524",261251578003,261251578003,75,1160
"525",261635673004,261635673004,20,712
"526",261635694003,261635694003,57,1227
"527",261635856001,261635856001,1,2537
"528",260490131131,260490131131,96,1534
"529",260490131123,260490131123,96,1142
"530",260490132024,260490132024,96,583
"531",260490133014,260490133014,96,2520
"532",260490129061,260490129061,96,1697
"533",260490132022,260490132022,30,2236
"534",261251250001,261251250001,96,1360
"535",261251316001,261251316001,96,2886
"536",261251325002,261251325002,33,1834
"537",261251315001,261251315001,96,910
"538",261251256002,261251256002,96,1436
"539",261251313003,261251313003,33,944
"540",261251321002,261251321002,33,1776
"541",261251265001,261251265001,96,1779
"542",261251340001,261251340001,96,1547
"543",261251231002,261251231002,77,1509
"544",261251300001,261251300001,91,1929
"545",261251340003,261251340003,107,1394
"546",261251344003,261251344003,107,1144
"547",261251307001,261251307001,107,1426
"548",261251344004,261251344004,107,1145
"549",261251271002,261251271002,77,1924
"550",261251273003,261251273003,91,918
"551",261251562001,261251562001,75,1605
"552",261251441001,261251441001,91,1670
"553",261251455021,261251455021,36,2303
"554",261251444003,261251444003,91,666
"555",261251224001,261251224001,91,2291
"556",261251274002,261251274002,47,987
"557",261251545002,261251545002,75,1474
"558",261251435001,261251435001,91,1853
"559",260490108101,260490108101,41,1297
"560",260490108131,260490108131,48,1831
"561",260490108112,260490108112,48,1237
"562",260490108122,260490108122,41,1741
"563",260490109113,260490109113,30,1225
"564",260490108123,260490108123,41,539
"565",260490013001,260490013001,41,885
"566",260490016004,260490016004,41,1254
"567",260490012003,260490012003,41,1062
"568",260490005003,260490005003,41,491
"569",260490012001,260490012001,41,375
"570",260490037002,260490037002,41,760
"571",260490015001,260490015001,41,604
"572",260490103053,260490103053,48,597
"573",260490036006,260490036006,62,1408
"574",260490103054,260490103054,48,733
"575",260490006003,260490006003,41,450
"576",260490014002,260490014002,41,425
"577",260490135004,260490135004,62,942
"578",260490135005,260490135005,30,1872
"579",260490101132,260490101132,77,1230
"580",260490004003,260490004003,41,603
"581",260490011001,260490011001,62,334
"582",260490040004,260490040004,30,879
"583",260490017002,260490017002,48,1087
"584",260490111021,260490111021,30,1865
"585",260490022002,260490022002,41,433
"586",260490026005,260490026005,62,1104
"587",260490030003,260490030003,62,1516
"588",260490033001,260490033001,62,1513
"589",260490018002,260490018002,62,1388
"590",260490120071,260490120071,48,1004
"591",260490111012,260490111012,30,1422
"592",260490112141,260490112141,30,2320
"593",260490112093,260490112093,30,1810
"594",260490120091,260490120091,62,896
"595",260490117141,260490117141,62,1054
"596",260490124012,260490124012,19,816
"597",260490118002,260490118002,62,1271
"598",260490117113,260490117113,77,1019
"599",260490117102,260490117102,77,1153
"600",260490119023,260490119023,77,1493
"601",260873421001,260873421001,19,1391
"602",261570012002,261570012002,19,1194
"603",261450113003,261450113003,10,1223
"604",261570009001,261570009001,19,1369
"605",261570002004,261570002004,5,788
"606",261570006001,261570006001,5,1673
"607",261570010001,261570010001,5,1271
"608",260172852022,260172852022,61,1838
"609",261570002003,261570002003,5,861
"610",260690007002,260690007002,95,1042
"611",260690002001,260690002001,95,526
"612",260070002001,260070002001,14,1070
"613",260070003004,260070003004,14,980
"614",261635862002,261635862002,50,3199
"615",261635844001,261635844001,50,1223
"616",261635848004,261635848004,50,1220
"617",261635844002,261635844002,3,2021
"618",261635915021,261635915021,71,3107
"619",261635930003,261635930003,71,1608
"620",261635930001,261635930001,71,1982
"621",261635816004,261635816004,3,1946
"622",261635942001,261635942001,71,780
"623",261635951003,261635951003,55,762
"624",261635945001,261635945001,71,1538
"625",261635952001,261635952001,55,922
"626",261635819004,261635819004,3,733
"627",261635950002,261635950002,55,924
"628",261635820001,261635820001,55,767
"629",261635820003,261635820003,3,1730
"630",261635806001,261635806001,55,673
"631",261635673005,261635673005,57,699
"632",261635669002,261635669002,50,1420
"633",261635588001,261635588001,20,1269
"634",261635687003,261635687003,57,790
"635",261251669003,261251669003,29,2076
"636",261251673001,261251673001,29,1319
"637",261635706002,261635706002,50,1401
"638",261635697001,261635697001,57,1282
"639",261635697002,261635697002,50,1086
"640",261635571003,261635571003,102,1019
"641",261635582003,261635582003,102,1099
"642",261635570003,261635570003,102,1133
"643",261635571001,261635571001,102,744
"644",261635591001,261635591001,104,1703
"645",261635691001,261635691001,104,1522
"646",261635692002,261635692002,104,763
"647",261635719002,261635719002,104,675
"648",261635546003,261635546003,102,455
"649",261635547003,261635547003,20,1168
"650",261635722005,261635722005,104,1456
"651",261635547002,261635547002,102,840
"652",261635719003,261635719003,104,1330
"653",261635831004,261635831004,50,943
"654",261635542004,261635542004,102,362
"655",261635730002,261635730002,104,1721
"656",261251603003,261251603003,73,210
"657",261635413003,261635413003,29,752
"658",261635721003,261635721003,104,750
"659",261251625001,261251625001,29,1020
"660",261635726005,261635726005,50,1392
"661",261635548001,261635548001,102,363
"662",261635747001,261635747001,104,971
"663",261635747002,261635747002,104,695
"664",261635832003,261635832003,50,903
"665",261635839002,261635839002,50,772
"666",261635414001,261635414001,102,614
"667",261635442001,261635442001,102,763
"668",261635462001,261635462001,104,1418
"669",261635753001,261635753001,50,1022
"670",261635799003,261635799003,84,1246
"671",261251612003,261251612003,75,1496
"672",261635463002,261635463002,104,1154
"673",261635728004,261635728004,84,544
"674",261251510002,261251510002,36,1326
"675",261635411004,261635411004,102,739
"676",261635436003,261635436003,102,340
"677",261251624001,261251624001,73,1095
"678",261635409001,261635409001,73,796
"679",261251612001,261251612001,75,1163
"680",261251527002,261251527002,36,1081
"681",261635468004,261635468004,104,1018
"682",261635437003,261635437003,35,724
"683",261251581002,261251581002,75,790
"684",261635429004,261635429004,102,921
"685",261635468001,261635468001,35,287
"686",261635408001,261635408001,27,667
"687",261251615002,261251615002,73,1047
"688",261635430001,261635430001,35,1055
"689",261635430002,261635430002,35,746
"690",261635764003,261635764003,84,1361
"691",261635467001,261635467001,104,349
"692",261635762001,261635762001,84,691
"693",261251613004,261251613004,90,948
"694",261635452003,261635452003,35,828
"695",261251533002,261251533002,36,1428
"696",261251613003,261251613003,12,569
"697",261635402004,261635402004,27,491
"698",261635453002,261635453002,35,484
"699",261635422004,261635422004,35,589
"700",261635765003,261635765003,3,540
"701",261635765005,261635765005,3,677
"702",261635421002,261635421002,80,350
"703",261635423002,261635423002,80,454
"704",261635452002,261635452002,80,711
"705",261635765004,261635765004,3,819
"706",261251724001,261251724001,27,503
"707",261251834001,261251834001,36,921
"708",261251714003,261251714003,12,1510
"709",261251530001,261251530001,90,1083
"710",261251714004,261251714004,27,1350
"711",261251529003,261251529003,90,1282
"712",261251702002,261251702002,90,1226
"713",261251529001,261251529001,90,1347
"714",261635761005,261635761005,88,367
"715",261251715002,261251715002,12,1469
"716",261251715001,261251715001,27,1977
"717",261635778002,261635778002,55,950
"718",261635369002,261635369002,27,704
"719",261635370002,261635370002,27,803
"720",261635774005,261635774005,55,893
"721",261251833002,261251833002,90,644
"722",261635394003,261635394003,27,1499
"723",261635393003,261635393003,27,904
"724",261635356001,261635356001,35,959
"725",261635775002,261635775002,55,502
"726",261251704002,261251704002,90,1012
"727",261251832003,261251832003,90,621
"728",261635742021,261635742021,88,1191
"729",261635737021,261635737021,84,1586
"730",261251830001,261251830001,90,1090
"731",261635785001,261635785001,84,907
"732",261635367002,261635367002,27,692
"733",261635342004,261635342004,80,315
"734",261635343002,261635343002,80,958
"735",261635356003,261635356003,80,1042
"736",261251832001,261251832001,70,1694
"737",261635248002,261635248002,55,675
"738",261635385005,261635385005,21,675
"739",261251841004,261251841004,12,744
"740",261635385004,261635385004,21,373
"741",261635802002,261635802002,88,890
"742",261635389004,261635389004,27,736
"743",261635797002,261635797002,55,1218
"744",261251732003,261251732003,21,778
"745",261251733001,261251733001,21,866
"746",261635390002,261635390002,21,513
"747",261251803002,261251803002,70,697
"748",261251845001,261251845001,21,848
"749",261635385002,261635385002,21,318
"750",261635735002,261635735002,88,2498
"751",261635262003,261635262003,88,1002
"752",261635381001,261635381001,21,941
"753",261635308002,261635308002,80,396
"754",261635260002,261635260002,11,1800
"755",261635384002,261635384002,21,1240
"756",261635384003,261635384003,67,914
"757",261635384004,261635384004,67,1432
"758",261635792004,261635792004,88,721
"759",261635305001,261635305001,39,399
"760",261635792001,261635792001,88,852
"761",261635309001,261635309001,39,686
"762",261635241004,261635241004,88,853
"763",261635791001,261635791001,88,1090
"764",261635301003,261635301003,67,846
"765",261635309003,261635309003,39,192
"766",261635315001,261635315001,39,482
"767",261251730002,261251730002,12,733
"768",261635272002,261635272002,80,110
"769",261635382002,261635382002,21,1013
"770",261251814002,261251814002,21,1204
"771",261635318003,261635318003,39,439
"772",261635334002,261635334002,88,420
"773",261635311001,261635311001,80,544
"774",261635255002,261635255002,88,475
"775",261635238002,261635238002,88,890
"776",261635332001,261635332001,80,234
"777",261635313002,261635313002,80,476
"778",261251815002,261251815002,21,1575
"779",261635319001,261635319001,39,181
"780",261635256002,261635256002,11,992
"781",261635079001,261635079001,67,219
"782",261251751007,261251751007,21,604
"783",261635331002,261635331002,88,486
"784",261251813002,261251813002,21,1668
"785",261635234002,261635234002,11,1076
"786",261635074004,261635074004,67,336
"787",261251813005,261251813005,12,1075
"788",261635075002,261635075002,67,937
"789",261635074002,261635074002,67,981
"790",261635073001,261635073001,39,928
"791",261635326003,261635326003,88,241
"792",261635215002,261635215002,11,825
"793",261635339001,261635339001,11,1160
"794",261635074001,261635074001,67,406
